id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
2062,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,235,1
2063,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,203,1
2064,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,211,1
2065,Shaw,9/13/2021,T,0.99,1,Entire home/apt,2,1 bath,,1,131,2
2066,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,186,32
2067,Union Station,9/18/2021,F,1,2,Entire home/apt,8,3.5 baths,3,5,225,5
2069,Union Station,10/7/2011,T,0.91,1,Entire home/apt,4,1 bath,1,1,152,2
2070,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,5,1.5 baths,2,2,252,2
2071,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,148,1
2072,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,7,2.5 baths,3,3,400,2
2075,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,208,1
2076,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,4,1 bath,1,1,246,1
2077,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,4,2 baths,2,2,350,2
2078,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,200,1
2079,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,194,1
2080,Shaw,9/7/2021,F,1,6,Entire home/apt,5,1 bath,2,3,275,1
2081,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,205,1
2082,Dupont Circle,10/8/2015,T,1,2,Entire home/apt,2,1 bath,1,1,164,2
2085,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,180,31
2086,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,426,3
2087,Dupont Circle,1/22/2015,T,1,1,Entire home/apt,4,2 baths,2,2,135,31
2089,Shaw,10/2/2021,T,1,1,Entire home/apt,4,1 bath,2,3,156,1
2090,Union Station,6/1/2021,T,1,2,Entire home/apt,10,2.5 baths,3,4,589,31
2092,Union Station,6/16/2016,T,1,1,Entire home/apt,4,1 bath,1,1,125,1
2093,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,105,2
2094,Union Station,9/23/2016,T,,27,Entire home/apt,2,1 bath,1,1,1000,2
2096,Capitol Hill,12/27/2014,F,1,2,Entire home/apt,4,1 bath,1,2,80,2
2097,Capitol Hill,9/30/2014,F,,1,Entire home/apt,2,1 bath,1,1,129,1
2099,Capitol Hill,10/4/2021,F,1,1,Entire home/apt,4,1 bath,1,1,120,1
2100,Shaw,10/15/2021,T,0.97,1,Entire home/apt,4,2.5 baths,2,3,685,3
2103,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,168,31
2104,Union Station,6/1/2017,T,1,1,Entire home/apt,2,1 bath,1,1,92,8
2105,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,154,31
2106,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,135,2
2107,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,103,31
2108,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,171,2
2109,Union Station,5/26/2021,F,1,1,Entire home/apt,4,1 bath,1,4,169,3
2110,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,302,31
2111,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,179,2
2112,Capitol Hill,5/16/2013,T,0.97,3,Entire home/apt,2,1 bath,1,1,120,2
2113,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,194,2
2114,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,152,31
2115,Capitol Hill,11/4/2020,T,0.98,1,Entire home/apt,2,1 bath,1,2,105,2
2116,Capitol Hill,10/12/2021,T,1,6,Entire home/apt,5,1 bath,2,2,120,31
2117,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,116,31
2118,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,4 baths,3,3,449,31
2119,Union Station,11/1/2021,T,1,1,Entire home/apt,4,1 bath,1,2,130,2
2120,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,175,31
2121,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,163,2
2122,Capitol Hill,7/13/2012,T,0.99,1,Entire home/apt,3,1 bath,1,2,131,1
2124,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,6,1.5 baths,3,4,382,2
2125,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,281,31
2126,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,176,2
2128,Union Station,9/23/2016,T,,27,Entire home/apt,6,1.5 baths,3,4,312,2
2129,Capitol Hill,10/9/2012,T,1,1,Entire home/apt,4,1 bath,1,2,237,2
2130,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,4,1 bath,2,2,164,7
2131,Georgetown,6/20/2016,T,0.88,1,Entire home/apt,4,2.5 baths,2,2,725,180
2132,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,2,1 bath,1,2,118,3
2134,Capitol Hill,9/18/2021,F,,2,Entire home/apt,3,1 bath,1,1,85,31
2135,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,2,1 bath,1,1,95,31
2137,Capitol Hill,11/18/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,159,2
2138,Union Station,7/23/2014,T,0.99,4,Entire home/apt,6,2 baths,2,2,169,2
2141,Union Station,11/23/2021,T,1,1,Entire home/apt,6,1.5 baths,3,3,328,3
2142,Capitol Hill,8/15/2015,F,1,1,Entire home/apt,2,1.5 baths,1,1,275,3
2143,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,5,1.5 baths,2,3,348,2
2144,Georgetown,8/13/2013,F,0.99,196,Entire home/apt,12,3 baths,6,6,618,7
2145,Georgetown,11/26/2021,T,1,1,Entire home/apt,3,1 bath,1,2,140,2
2146,Union Station,4/18/2015,T,,1,Entire home/apt,4,1 bath,1,3,149,3
2147,Capitol Hill,12/22/2016,F,1,2,Entire home/apt,5,1 bath,2,3,250,2
2148,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,166,2
2149,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,199,32
2150,Shaw,4/27/2016,F,0.81,44,Entire home/apt,4,1 bath,2,2,108,31
2154,Capitol Hill,12/30/2014,T,1,1,Entire home/apt,4,1 bath,1,2,129,2
2158,Dupont Circle,10/8/2013,F,0.97,8,Entire home/apt,5,2 baths,2,2,493,1
2159,Capitol Hill,3/16/2015,T,1,1,Entire home/apt,2,1 bath,1,1,154,1
2160,Union Station,12/15/2021,F,,1,Entire home/apt,2,1 bath,1,1,300,31
2161,Shaw,11/4/2014,F,0.94,3,Entire home/apt,4,1 bath,1,2,194,5
2162,Shaw,7/29/2020,T,1,1,Entire home/apt,6,2 baths,2,3,240,2
2163,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,151,32
2164,Capitol Hill,8/24/2016,T,0.95,2,Entire home/apt,2,1 bath,1,2,85,3
2166,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,6,2 baths,3,3,371,2
2167,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,295,2
2168,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,278,2
2169,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,6,2 baths,2,3,544,2
2170,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,233,2
2171,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,,2,260,2
2172,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,308,2
2173,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,324,2
2174,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,263,2
2175,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,376,31
2176,Dupont Circle,5/8/2015,F,,1,Entire home/apt,4,2 baths,2,3,132,31
2177,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,1,1,169,2
2178,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,166,2
2179,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,188,2
2181,Capitol Hill,12/27/2021,T,1,1,Entire home/apt,6,1.5 baths,3,2,196,2
2182,Capitol Hill,12/3/2020,T,1,4,Entire home/apt,5,2 baths,3,3,301,3
2183,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,319,2
2184,Capitol Hill,6/16/2015,T,1,2,Entire home/apt,4,1 bath,2,2,325,1
2187,Union Station,11/30/2013,T,0.93,1,Entire home/apt,3,1 bath,1,2,145,4
2188,Union Station,6/5/2014,T,,1,Entire home/apt,4,1 bath,1,3,157,2
2191,Foggy Bottom,1/12/2022,T,0.99,1,Entire home/apt,4,1.5 baths,2,3,329,2
2193,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,4,1.5 baths,2,2,264,31
2194,Georgetown,6/14/2015,T,1,1,Entire home/apt,8,2 baths,3,6,450,1
2198,Union Station,4/7/2021,F,0.97,11,Entire home/apt,2,1 bath,1,1,93,3
2199,Capitol Hill,1/20/2022,F,0.78,1,Entire home/apt,6,2.5 baths,3,3,200,2
2201,Dupont Circle,2/26/2018,F,0.85,1,NA,2,1 bath,1,2,114,1
2203,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,3,1 bath,1,1,250,5
2204,Capitol Hill,10/10/2016,T,0.98,1,Entire home/apt,4,1 bath,1,2,202,2
2205,Capitol Hill,3/26/2016,T,0.98,1,Entire home/apt,3,1 bath,,2,141,2
2207,Union Station,7/29/2015,F,0.99,339,Entire home/apt,10,4 baths,5,5,863,3
2208,Dupont Circle,3/9/2019,T,0.98,22,Entire home/apt,2,2 baths,1,1,219,32
2209,Union Station,12/26/2021,T,1,2,Entire home/apt,3,1 bath,1,1,190,6
2210,Capitol Hill,1/28/2022,F,1,1,Entire home/apt,6,2.5 baths,3,3,140,31
2211,Union Station,1/30/2022,T,1,2,Entire home/apt,4,1 bath,1,2,133,2
2212,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,216,2
2214,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,4 baths,4,7,301,3
2215,Capitol Hill,1/13/2022,F,1,1,Entire home/apt,4,1 bath,1,2,186,1
2216,Union Station,2/9/2022,F,0.97,1,Entire home/apt,4,1 bath,1,2,116,2
2220,Shaw,8/2/2021,F,1,2,Entire home/apt,3,1 bath,1,1,150,2
2221,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,2,1 bath,1,1,163,2
2223,Capitol Hill,2/15/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,171,2
2227,Shaw,9/21/2016,T,1,92,Entire home/apt,4,1 bath,1,2,290,2
2228,Union Station,3/21/2016,T,0.99,10,Entire home/apt,8,3.5 baths,4,5,415,3
2229,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,145,2
2230,Georgetown,4/24/2015,T,0.98,4,Entire home/apt,4,2.5 baths,2,2,668,2
2231,Union Station,8/30/2021,F,0.94,2,Entire home/apt,4,1 bath,1,1,190,3
2233,Capitol Hill,2/28/2022,T,0.96,1,Entire home/apt,4,1.5 baths,2,2,274,2
2234,Dupont Circle,3/6/2018,T,1,14,Private room,2,1.5 baths,1,1,355,1
2235,Dupont Circle,3/6/2018,T,1,14,Private room,4,2 baths,2,2,475,1
2236,Capitol Hill,2/28/2022,F,1,1,Entire home/apt,4,1 bath,1,2,181,3
2237,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,208,1
2238,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,185,1
2239,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,90,2
2241,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,6,1.5 baths,2,3,221,3
2242,Union Station,3/9/2022,F,0.94,5,Entire home/apt,2,1 bath,1,1,83,3
2243,Capitol Hill,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,277,32
2244,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,7,1 bath,3,3,418,2
2247,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,6,1 bath,2,3,332,2
2248,Union Station,12/10/2014,T,1,1,Entire home/apt,4,1 bath,1,2,118,1
2249,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,2 baths,3,3,280,1
2253,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,96,31
2255,Capitol Hill,7/20/2019,T,0.96,2,Entire home/apt,6,1.5 baths,2,3,188,1
2256,Shaw,8/16/2020,F,0.99,4,Entire home/apt,2,1 bath,,1,115,1
2257,Shaw,12/10/2016,F,1,3,Entire home/apt,5,2 baths,2,2,315,31
2258,Union Station,6/30/2016,F,0.98,2,Entire home/apt,2,1 bath,1,1,124,2
2259,Shaw,12/4/2012,T,0.73,1,Entire home/apt,10,3.5 baths,4,5,1200,3
2260,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,89,31
2261,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,198,2
2262,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,186,2
2263,Union Station,8/21/2016,T,0.99,1,Entire home/apt,2,1 bath,1,1,121,2
2265,Shaw,6/17/2018,T,1,1,Entire home/apt,4,1 bath,,2,103,1
2266,Shaw,6/22/2020,F,1,4,Entire home/apt,2,1 bath,1,2,148,1
2267,Union Station,3/31/2022,T,1,1,Entire home/apt,10,5 baths,5,5,550,4
2268,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,3,1 bath,,3,103,30
2269,Shaw,6/30/2016,T,1,8,Entire home/apt,4,1 bath,1,2,191,2
2270,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,105,1
2271,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,31
2272,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,91
2273,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,253,2
2274,Shaw,2/16/2016,T,1,1,Entire home/apt,4,1 bath,1,2,443,1
2278,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,187,2
2279,Capitol Hill,4/10/2016,F,0.98,1,Entire home/apt,5,1 bath,1,2,138,1
2283,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,171,2
2284,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,183,2
2285,Union Station,12/27/2017,F,1,1,Entire home/apt,4,1 bath,1,2,263,2
2286,Union Station,6/6/2016,F,1,1,Entire home/apt,4,1 bath,1,2,138,3
2287,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,162,32
2288,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,4,1 bath,2,2,168,2
2289,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,1,1,213,2
2290,Union Station,7/24/2014,T,1,1,Entire home/apt,2,1 bath,1,1,118,2
2291,Union Station,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,83,2
2292,Shaw,8/6/2016,T,0.87,1,Entire home/apt,2,1.5 baths,1,1,149,2
2293,Capitol Hill,6/3/2015,T,0.99,2,Entire home/apt,4,1 bath,1,2,164,1
2295,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,192,2
2296,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,443,1
2297,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
2300,Shaw,2/11/2019,T,1,2,Entire home/apt,8,2 baths,4,4,650,2
2301,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
2302,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,136,2
2304,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,85,31
2305,Capitol Hill,1/22/2016,T,1,4,Entire home/apt,6,1 bath,1,3,131,1
2306,Capitol Hill,11/15/2013,F,0.85,2,Entire home/apt,2,1 bath,1,1,110,3
2307,Foggy Bottom,12/12/2012,T,1,1,Entire home/apt,3,1 bath,1,2,175,3
2308,Shaw,10/15/2015,T,0.98,284,Entire home/apt,8,5 baths,4,4,659,5
2310,Union Station,1/27/2018,T,1,16,Entire home/apt,5,1 bath,2,3,190,31
2314,Dupont Circle,6/22/2020,F,1,4,Entire home/apt,3,1 bath,1,1,100,31
2315,Dupont Circle,7/10/2019,F,0.67,1,Entire home/apt,4,2.5 baths,2,2,350,2
2317,Capitol Hill,1/2/2017,T,0.99,3,Entire home/apt,6,2 baths,2,2,167,1
2318,Union Station,1/2/2017,T,0.99,3,Entire home/apt,10,2.5 baths,3,5,246,1
2326,Capitol Hill,1/9/2018,T,0.98,1,Entire home/apt,2,1 bath,1,1,138,2
2327,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,4,1 bath,1,2,168,2
2328,Shaw,6/22/2020,F,1,4,Private room,1,1 private bath,,1,180,1
2330,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,2,1 bath,1,1,87,2
2332,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,148,3
2333,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,120,2
2334,Capitol Hill,5/24/2022,T,1,1,Entire home/apt,2,1 bath,1,1,134,2
2335,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,10,2 baths,4,6,602,2
2337,Shaw,4/23/2014,T,0.92,3,Entire home/apt,5,1 bath,2,2,220,2
2338,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
2339,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2.5 baths,2,2,182,31
2340,Union Station,4/25/2015,T,0.99,1,Entire home/apt,3,1 bath,1,2,141,3
2341,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
2343,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
2344,Union Station,8/27/2014,T,1,4,Entire home/apt,6,1.5 baths,1,3,226,2
2345,Dupont Circle,1/13/2013,T,1,1,Entire home/apt,4,1 bath,1,2,215,3
2346,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,126,2
2347,Shaw,5/16/2022,F,0.84,8,Entire home/apt,4,1 bath,2,2,139,1
2348,Dupont Circle,4/10/2017,F,0.5,2,Entire home/apt,4,2 baths,2,2,155,31
2349,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,7,4 baths,3,5,595,2
2350,Union Station,5/16/2022,F,0.84,8,Entire home/apt,12,3.5 baths,6,6,660,1
2351,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,5,1 bath,3,3,239,7
2352,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,4,1 bath,2,2,399,31
2354,Union Station,10/21/2014,T,1,1,Entire home/apt,6,1.5 baths,2,3,257,2
2356,Foggy Bottom,6/11/2022,T,0.97,2,Entire home/apt,5,2.5 baths,2,4,527,2
2357,Capitol Hill,1/15/2016,F,,1,Entire home/apt,4,1 bath,1,2,121,2
2358,Union Station,7/9/2012,F,0.67,1,Entire home/apt,3,1 bath,1,2,120,1
2359,Capitol Hill,10/24/2017,T,0.98,1,Entire home/apt,4,1 bath,1,2,184,1
2361,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,158,32
2362,Union Station,12/23/2014,F,0.99,2244,Private room,2,1 bath,1,1,322,1
2364,Union Station,10/25/2016,T,0.94,1,Entire home/apt,3,1 bath,1,1,101,2
2365,Shaw,1/25/2016,T,1,1,Entire home/apt,2,1 bath,1,1,200,2
2366,Union Station,6/25/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,145,3
2369,Capitol Hill,6/27/2022,T,1,1,Entire home/apt,4,1 bath,1,2,149,2
2370,Dupont Circle,1/20/2015,T,0.99,1,Entire home/apt,2,1 bath,1,1,139,2
2371,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,203,2
2373,Union Station,6/29/2022,T,0.98,3,Entire home/apt,4,1 bath,1,2,203,2
2374,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,143,32
2377,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,143,31
2378,Capitol Hill,2/10/2018,F,0.98,3,Entire home/apt,2,1 bath,1,1,93,1
2380,Shaw,6/30/2016,T,1,8,Entire home/apt,6,1.5 baths,2,2,277,2
2381,Capitol Hill,10/5/2013,T,1,1,Entire home/apt,4,1 bath,1,2,177,2
2382,Georgetown,9/20/2014,T,1,16,Entire home/apt,3,1 bath,1,2,155,31
2383,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,185,1
2384,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,198,1
2385,Dupont Circle,7/26/2013,F,1,2,NA,2,1 bath,1,1,111,183
2386,Georgetown,3/17/2020,F,0.97,2,Entire home/apt,4,2 baths,2,2,185,4
2389,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,3,1 bath,1,4,198,7
2391,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,185,31
2393,Union Station,11/7/2010,F,1,3,Entire home/apt,7,2.5 baths,4,5,350,5
2398,Georgetown,3/19/2013,F,,1,Entire home/apt,2,1 bath,1,1,177,2
2401,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,5,3 baths,3,4,718,31
2403,Shaw,8/13/2013,F,0.99,196,Entire home/apt,4,2.5 baths,2,2,370,4
2404,Shaw,5/14/2019,T,1,2,Entire home/apt,6,1.5 baths,2,4,271,2
2405,Union Station,12/29/2011,T,0.98,1,Entire home/apt,4,2.5 baths,2,3,299,3
2406,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,4,4,502,3
2407,Shaw,2/11/2019,T,1,2,Entire home/apt,3,1 bath,1,1,153,2
2408,Shaw,3/18/2017,T,1,5,Entire home/apt,10,3.5 baths,3,4,482,3
2409,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,8,1.5 baths,3,5,564,3
2410,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,184,31
2411,Shaw,4/5/2022,F,1,1,Entire home/apt,4,1 bath,1,1,126,2
2412,Union Station,5/6/2013,F,1,1,Entire home/apt,4,1 bath,1,2,130,2
2415,Union Station,6/8/2014,F,0.41,5,Entire home/apt,2,1 bath,1,1,229,1
2416,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,359,2
2417,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,250,4
2420,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,102,31
2422,Shaw,5/17/2021,T,0.99,2,Entire home/apt,3,1 bath,1,2,212,2
2423,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2424,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2425,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,270,1
2426,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,270,1
2427,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2428,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2430,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,2,2,302,1
2431,Union Station,7/17/2014,T,1,1,Entire home/apt,4,1 bath,1,2,164,2
2433,Georgetown,9/15/2018,F,0.97,64,Private room,4,1 private bath,1,2,193,1
2434,Union Station,4/18/2018,F,0.75,5,Entire home/apt,8,2.5 baths,3,2,200,31
2435,Foggy Bottom,9/15/2018,F,0.97,64,Private room,2,1 private bath,1,1,188,1
2436,Georgetown,8/26/2022,F,0.7,1,Entire home/apt,6,1.5 baths,3,3,657,3
2437,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,,1,199,2
2438,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,1,185,1
2440,Georgetown,3/4/2017,T,1,3,Entire home/apt,6,1 bath,2,2,233,1
2445,Capitol Hill,5/18/2009,F,0.99,164,Entire home/apt,6,2.5 baths,3,4,294,1
2446,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2447,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2448,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2450,Union Station,5/9/2016,F,1,1,Entire home/apt,3,1 bath,1,2,85,2
2451,Shaw,5/14/2019,T,1,2,Entire home/apt,4,1 bath,1,2,121,2
2455,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,249,1
2459,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,269,31
2461,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,187,2
2462,Dupont Circle,6/17/2016,F,1,1,Entire home/apt,4,1 bath,1,2,286,2
2463,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,3,200,31
2464,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,31
2466,Union Station,9/30/2016,F,1,1,Entire home/apt,2,1 bath,1,1,121,2
2467,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2468,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,446,2
2469,Shaw,12/31/2015,F,0.97,1,Entire home/apt,2,1 bath,1,1,138,2
2470,Union Station,10/1/2022,T,0.97,1,Entire home/apt,4,1 bath,1,1,115,2
2471,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2474,Union Station,6/2/2015,T,0.95,1,Entire home/apt,3,1 bath,1,1,198,2
2475,Union Station,6/5/2013,T,1,1,Entire home/apt,4,2 baths,2,2,200,2
2477,Shaw,10/9/2022,F,0.99,2,Entire home/apt,5,2.5 baths,2,2,251,3
2478,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,525,2
2479,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,223,2
2482,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,150,31
2483,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,3,3,368,2
2484,Shaw,5/16/2022,F,0.84,8,Entire home/apt,8,2 baths,4,4,271,1
