id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
1145,Capitol Hill,10/8/2018,T,1,1,Entire home/apt,4,1 bath,1,2,999,3
1148,Shaw,3/10/2014,T,0.99,4,Entire home/apt,2,1 bath,1,1,151,3
1150,Capitol Hill,8/9/2018,T,1,6,Entire home/apt,7,1.5 baths,3,4,286,1
1152,Dupont Circle,1/27/2016,F,,2,Entire home/apt,3,2 baths,2,2,130,31
1153,Union Station,10/26/2018,T,,4,Entire home/apt,10,2.5 baths,3,5,549,31
1155,Dupont Circle,7/10/2018,F,0,2,Entire home/apt,2,1 bath,,1,75,60
1157,Capitol Hill,4/27/2016,F,0.81,44,Entire home/apt,3,1 bath,1,1,299,31
1158,Georgetown,9/14/2011,T,0.85,3,Entire home/apt,7,2.5 baths,3,4,657,4
1159,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,3,1 bath,,2,89,2
1162,Shaw,3/16/2014,T,1,2,Entire home/apt,2,1 bath,1,1,192,3
1164,Capitol Hill,12/23/2014,T,1,1,Entire home/apt,4,1 bath,1,2,120,2
1165,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,1,1 bath,1,1,170,2
1166,Union Station,9/26/2014,F,,2,Entire home/apt,2,1 bath,1,1,75,31
1167,Capitol Hill,4/29/2017,T,0.99,2,Entire home/apt,3,1 bath,,2,101,1
1168,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,1,2,10,1
1169,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,5,1 bath,2,4,10,1
1170,Union Station,2/16/2014,T,1,2,Entire home/apt,4,1 bath,1,1,175,1
1174,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,4,1.5 baths,2,2,339,31
1175,Georgetown,9/20/2018,F,0.96,1,Entire home/apt,4,1 bath,2,3,221,2
1176,Dupont Circle,12/28/2014,T,0.71,8,Entire home/apt,5,2 baths,2,3,164,45
1177,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,2,125,1
1180,Capitol Hill,8/18/2017,F,0.76,51,Shared room,4,1 shared bath,,1,31,1
1181,Capitol Hill,8/18/2017,F,0.76,51,Shared room,6,1 shared bath,,1,29,1
1186,Georgetown,12/12/2018,T,1,1,Entire home/apt,3,1 bath,1,3,213,1
1188,Union Station,12/17/2018,T,0.42,1,Entire home/apt,2,1 bath,1,1,125,2
1189,Dupont Circle,6/28/2015,T,1,3,Entire home/apt,2,1 bath,,1,150,28
1190,Capitol Hill,9/2/2012,T,1,29,Entire home/apt,5,1 bath,1,2,177,31
1191,Union Station,8/13/2011,T,1,1,Entire home/apt,3,1 bath,1,2,117,31
1192,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,164,3
1194,Union Station,4/1/2018,F,1,4,Entire home/apt,2,1 bath,1,1,105,31
1195,Dupont Circle,12/26/2015,F,1,2,Entire home/apt,2,1 bath,,1,109,31
1197,Foggy Bottom,9/14/2013,F,,1,Entire home/apt,2,1 bath,1,1,120,31
1200,Capitol Hill,11/30/2014,T,1,1,Entire home/apt,3,1 bath,1,2,195,3
1201,Union Station,12/24/2012,T,0.6,1,Entire home/apt,6,1 bath,2,2,100,21
1202,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,1,2,300,31
1203,Union Station,10/7/2018,F,,1,Entire home/apt,6,1.5 baths,2,4,165,31
1204,Capitol Hill,6/11/2018,F,,1,Entire home/apt,2,1 bath,1,1,100,31
1205,Shaw,8/15/2016,T,0.99,5,Entire home/apt,5,1 bath,2,3,199,3
1207,Capitol Hill,4/26/2015,F,,4,Entire home/apt,3,1 bath,1,1,125,31
1208,Capitol Hill,9/7/2016,F,0.96,1,Entire home/apt,8,2.5 baths,3,4,503,2
1215,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,2,2,149,31
1218,Capitol Hill,1/29/2019,T,0.98,1,Entire home/apt,6,1 bath,1,2,306,2
1219,Shaw,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,1,155,3
1220,Capitol Hill,7/20/2014,F,1,3,Entire home/apt,10,3 baths,5,6,323,31
1221,Dupont Circle,11/28/2012,F,,3,Entire home/apt,2,1 bath,2,2,145,31
1224,Capitol Hill,5/22/2016,F,,1,Entire home/apt,4,1 bath,1,2,138,2
1225,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31
1226,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,2 baths,2,2,259,31
1227,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,213,32
1230,Shaw,5/21/2012,F,0.97,5,Entire home/apt,8,2.5 baths,3,3,435,3
1231,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,121,1
1232,Union Station,2/13/2019,F,1,1,Entire home/apt,3,1 bath,1,1,140,2
1233,Union Station,12/22/2016,T,0.86,26,Entire home/apt,3,1 bath,2,2,70,31
1235,Capitol Hill,7/24/2013,T,1,3,Entire home/apt,8,2 baths,3,3,383,2
1237,Dupont Circle,6/1/2016,T,0.46,3,Entire home/apt,5,1 bath,2,2,162,31
1238,Shaw,9/10/2012,T,1,6,Entire home/apt,8,2.5 baths,2,3,438,3
1239,Union Station,5/5/2016,F,,2,Private room,2,1 private bath,,1,29,31
1240,Capitol Hill,3/2/2019,F,,1,Entire home/apt,2,1 bath,3,1,72,31
1241,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,203,32
1249,Capitol Hill,2/11/2016,T,0.95,3,Entire home/apt,2,1.5 baths,1,1,216,2
1251,Capitol Hill,8/4/2015,T,0.96,1,Entire home/apt,3,1 bath,,2,119,1
1252,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,2,1 bath,1,1,170,2
1253,Union Station,7/20/2016,F,1,7,Entire home/apt,6,2 baths,2,3,99,31
1254,Shaw,4/22/2014,F,,4,Entire home/apt,4,1 bath,1,2,185,31
1255,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,216,31
1256,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,214,31
1257,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,421,3
1258,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31
1259,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,95,31
1260,Union Station,4/27/2016,F,0.81,44,Entire home/apt,3,2 baths,2,2,135,31
1261,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,265,31
1270,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1.5 baths,2,2,350,31
1271,Capitol Hill,3/14/2013,T,0.98,4,Entire home/apt,6,2.5 baths,3,3,720,2
1272,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,208,30
1274,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,3,123,1
1275,Shaw,7/12/2018,F,,4,Entire home/apt,3,1 bath,1,1,342,30
1276,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,5,2 baths,2,2,325,2
1277,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,6,1 bath,1,2,129,31
1279,Union Station,9/20/2015,F,,1,Entire home/apt,2,1 bath,1,1,185,31
1280,Capitol Hill,4/12/2019,T,0.97,3,Entire home/apt,4,1 bath,1,3,150,31
1281,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,,1,181,1
1283,Union Station,7/4/2011,F,1,2,Entire home/apt,3,1 bath,3,2,170,6
1284,Capitol Hill,4/28/2019,T,0.9,1,Entire home/apt,4,1 bath,1,2,159,2
1286,Shaw,4/28/2019,T,1,1,Entire home/apt,2,1 bath,1,1,166,2
1287,Union Station,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,2,104,2
1289,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,80,31
1290,Georgetown,1/10/2018,T,1,6,Entire home/apt,4,1 bath,,2,125,31
1292,Shaw,4/25/2013,T,1,1,Entire home/apt,6,1 bath,2,2,320,2
1295,Union Station,11/2/2015,F,0.97,1986,Entire home/apt,2,1.5 baths,1,1,88,31
1296,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2.5 baths,2,3,344,2
1297,Union Station,8/30/2015,T,1,2,Entire home/apt,4,1 bath,1,2,79,3
1298,Shaw,1/16/2015,F,,1,Entire home/apt,4,1 bath,1,2,250,28
1299,Union Station,7/27/2013,T,0.95,2,Entire home/apt,6,2 baths,3,3,499,2
1300,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,1.5 baths,2,6,245,31
1302,Union Station,6/28/2018,F,1,5,Entire home/apt,6,1 bath,2,2,200,31
1303,Union Station,10/2/2013,T,0.97,2,Entire home/apt,6,3.5 baths,3,2,280,2
1305,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31
1306,Union Station,6/28/2018,F,1,5,Entire home/apt,10,2 baths,3,3,242,31
1307,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,1 bath,1,1,139,31
1310,Capitol Hill,1/31/2014,T,1,2,Entire home/apt,4,1 bath,,2,131,2
1311,Dupont Circle,4/25/2016,T,0.98,1,Entire home/apt,2,1 bath,1,1,199,3
1312,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,92,31
1313,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31
1314,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,122,31
1315,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31
1317,Dupont Circle,12/20/2018,F,,1,Entire home/apt,4,1 bath,,1,99,31
1319,Capitol Hill,6/3/2019,T,0.93,2,Entire home/apt,4,1 bath,1,2,175,2
1320,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,167,1
1323,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,234,1
1324,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,1,1 bath,1,1,135,3
1327,Dupont Circle,12/6/2015,F,,1,Entire home/apt,4,1 bath,1,3,125,31
1328,Capitol Hill,1/2/2017,T,1,1,Entire home/apt,4,1 bath,1,2,174,2
1334,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,156,32
1335,Dupont Circle,6/14/2019,F,,10,Private room,2,1 private bath,1,1,999,31
1336,Union Station,9/23/2016,T,,27,Entire home/apt,3,1 bath,,1,92,1
1341,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,162,3
1342,Shaw,10/8/2011,T,1,1,Entire home/apt,4,2 baths,2,2,205,2
1345,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,166,1
1346,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,150,1
1349,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,117,1
1350,Capitol Hill,7/1/2019,T,0.96,1,Entire home/apt,4,1 bath,1,2,113,2
1351,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,208,32
1352,Capitol Hill,3/21/2016,T,1,2,Entire home/apt,5,1 bath,1,3,100,1
1353,Capitol Hill,7/7/2019,T,0.94,2,Entire home/apt,2,1 bath,1,1,101,3
1354,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,153,31
1355,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,88,31
1356,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,388,31
1357,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,116,2
1358,Capitol Hill,3/15/2015,T,0.93,1,Entire home/apt,2,1 bath,1,1,142,2
1359,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,153,31
1361,Capitol Hill,2/24/2016,T,0.99,1,Entire home/apt,4,1 bath,1,1,126,2
1363,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,2,3,256,2
1365,Capitol Hill,5/18/2015,F,,1,Entire home/apt,4,1 bath,,1,75,31
1368,Foggy Bottom,7/27/2019,F,0.97,10,Entire home/apt,4,1 bath,2,2,150,90
1370,Capitol Hill,7/5/2019,T,0.98,1,Entire home/apt,2,1 bath,1,2,181,2
1371,Union Station,9/11/2015,T,,1,Entire home/apt,4,1 bath,1,4,108,2
1372,Capitol Hill,7/29/2019,F,,1,Entire home/apt,6,1 bath,2,2,100,31
1375,Georgetown,1/3/2016,T,1,1,Entire home/apt,6,2 baths,2,4,430,2
1376,Georgetown,10/14/2018,T,1,1,Entire home/apt,8,3.5 baths,3,5,624,2
1377,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,213,32
1378,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,292,32
1379,Union Station,1/9/2015,F,1,2,Entire home/apt,3,1 bath,1,1,80,31
1380,Capitol Hill,12/30/2016,T,1,1,Entire home/apt,3,1 bath,1,1,130,2
1382,Georgetown,4/3/2016,F,,2,Entire home/apt,4,1.5 baths,1,2,175,31
1389,Union Station,12/23/2012,T,1,1,Entire home/apt,2,1 bath,1,2,79,2
1390,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,300,32
1392,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,163,2
1393,Capitol Hill,1/30/2015,T,1,1,Entire home/apt,5,1 bath,1,2,144,2
1395,Dupont Circle,3/5/2015,T,0.73,6,Entire home/apt,2,1 bath,,1,80,31
1396,Union Station,8/17/2019,F,1,1,Entire home/apt,4,1 bath,1,2,146,1
1397,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,88,3
1399,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,90,31
1400,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,4,1 bath,2,2,327,32
1402,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,324,2
1403,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,266,2
1404,Dupont Circle,8/27/2019,T,1,2,Entire home/apt,4,1 bath,2,3,268,2
1406,Foggy Bottom,8/28/2019,F,1,15,Entire home/apt,4,1 bath,1,1,113,2
1407,Capitol Hill,3/20/2014,T,0.93,1,Entire home/apt,3,1 bath,1,1,200,2
1408,Capitol Hill,3/3/2017,T,0.98,1,Entire home/apt,2,1 bath,,1,185,2
1410,Georgetown,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,327,2
1411,Union Station,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,2,76,1
1412,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,2,1 bath,,1,127,1
1415,Union Station,10/19/2014,T,0.97,7,Entire home/apt,4,1 bath,1,2,183,1
1417,Union Station,4/16/2013,T,1,3,Entire home/apt,4,1 bath,1,1,79,31
1418,Union Station,8/7/2013,T,,1,Entire home/apt,3,1 bath,1,1,111,2
1419,Shaw,1/17/2015,T,,1,Entire home/apt,2,1 bath,1,2,178,31
1420,Shaw,10/6/2013,T,,18,Entire home/apt,6,1 bath,2,4,343,2
1422,Shaw,7/1/2012,T,1,6,Entire home/apt,4,1 bath,1,2,144,31
1423,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,8,4 baths,4,4,724,2
1425,Union Station,9/30/2019,F,,1,Entire home/apt,2,1 bath,1,1,115,31
1429,Union Station,10/7/2019,F,,1,Entire home/apt,2,1 bath,,1,140,31
1430,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,6,2 baths,3,3,260,31
1433,Union Station,8/27/2014,T,1,4,Entire home/apt,2,1 bath,,1,125,2
1435,Union Station,5/29/2012,T,1,4,Entire home/apt,6,1 bath,,3,109,1
1436,Shaw,10/17/2019,T,1,1,Entire home/apt,5,1 bath,2,2,198,2
1437,Georgetown,10/15/2017,T,,4,Entire home/apt,7,1.5 baths,2,3,250,31
1438,Foggy Bottom,10/17/2019,F,,1,Entire home/apt,2,1 bath,,1,65,31
1441,Capitol Hill,2/11/2016,F,,2,Entire home/apt,4,2 baths,2,2,100,31
1442,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,,1,242,1
1444,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,118,2
1445,Foggy Bottom,5/31/2016,F,1,3,Entire home/apt,4,1 bath,2,3,204,4
1446,Capitol Hill,1/9/2014,T,0.99,2,Entire home/apt,5,1 bath,1,1,182,1
1447,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,121,1
1449,Capitol Hill,11/2/2019,T,1,1,Entire home/apt,6,2 baths,2,3,426,2
1450,Union Station,5/16/2017,F,1,3,Entire home/apt,2,1 bath,,1,66,3
1452,Union Station,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,114,1
1453,Union Station,11/16/2019,T,1,1,Entire home/apt,4,1 bath,,2,92,3
1454,Shaw,3/6/2017,T,1,1,Entire home/apt,6,2.5 baths,3,4,707,3
1455,Dupont Circle,11/17/2019,F,,1,Entire home/apt,2,1 bath,1,1,75,31
1459,Dupont Circle,6/9/2017,F,,1,Entire home/apt,4,1 bath,1,3,70,31
1460,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,170,31
1462,Union Station,4/17/2016,T,0.99,4,Entire home/apt,2,1 bath,,1,130,2
1463,Union Station,1/14/2014,F,0.99,12,Entire home/apt,5,1.5 baths,2,2,268,31
1464,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,94,31
1465,Union Station,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,349,31
1467,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,197,31
1468,Union Station,5/22/2016,T,1,2,Entire home/apt,8,1.5 baths,3,5,340,5
1471,Union Station,5/2/2016,T,1,1,Entire home/apt,4,1 bath,1,2,231,2
1472,Capitol Hill,9/23/2013,T,0.88,2,Entire home/apt,1,1 bath,,2,71,7
1473,Dupont Circle,9/10/2013,T,1,2,Entire home/apt,4,2 baths,2,2,198,2
1480,Shaw,5/15/2017,F,,1,Entire home/apt,4,2.5 baths,2,2,249,31
1481,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,189,31
1482,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,6,73,1
1483,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,1,74,1
1486,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,2,104,1
1490,Union Station,9/7/2015,T,0.98,1,Entire home/apt,4,1 bath,2,2,237,2
1491,Union Station,12/2/2015,F,,2,Entire home/apt,3,1 bath,1,1,97,31
1492,Union Station,10/6/2019,T,1,1,Entire home/apt,4,1 bath,1,2,145,1
1494,Dupont Circle,3/23/2018,F,0.74,1,Entire home/apt,2,1 bath,1,1,150,2
1497,Capitol Hill,7/18/2016,T,1,2,Entire home/apt,4,1 bath,1,2,199,3
1498,Union Station,6/7/2014,T,1,1,Entire home/apt,6,1 bath,2,4,189,1
1499,Union Station,2/17/2016,F,,3,Entire home/apt,3,1 bath,1,1,80,31
1500,Capitol Hill,4/12/2014,T,0.96,1,Entire home/apt,2,1 bath,1,2,119,31
1502,Georgetown,7/6/2015,F,0.96,1,Entire home/apt,4,1 bath,1,3,165,2
1503,Dupont Circle,2/26/2017,T,1,2,Entire home/apt,4,1 bath,1,1,114,31
1504,Union Station,4/10/2017,T,1,2,Entire home/apt,4,1.5 baths,2,2,251,3
1505,Shaw,11/10/2017,F,0.62,3,Entire home/apt,4,1 bath,1,2,71,2
1506,Shaw,8/9/2016,F,0.33,4,Entire home/apt,4,2 baths,2,2,175,31
1507,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,321,32
1508,Foggy Bottom,12/29/2021,F,,2,Entire home/apt,5,3 baths,4,5,170,90
1509,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,2,2,142,31
1511,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,216,31
1512,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,228,31
1515,Union Station,12/19/2012,F,,1,Entire home/apt,2,1.5 baths,1,1,140,31
1518,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31
1519,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,119,31
1523,Dupont Circle,9/17/2013,T,1,1,Entire home/apt,4,1 bath,1,2,189,5
1525,Capitol Hill,9/10/2013,T,0.98,1,Entire home/apt,2,1 bath,1,1,123,2
1526,Union Station,1/26/2020,F,0,4,Entire home/apt,6,1 bath,2,3,160,31
1527,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,6,2.5 baths,2,2,312,1
1528,Union Station,2/4/2020,T,0.99,1,Entire home/apt,3,1 bath,1,2,104,1
1529,Capitol Hill,6/14/2016,T,0.86,1,Entire home/apt,3,1 bath,1,2,167,2
1535,Shaw,2/12/2020,T,1,1,Entire home/apt,2,1 bath,,1,96,2
1540,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,2,291,5
1543,Shaw,2/20/2020,F,,1,Entire home/apt,1,1 bath,1,1,67,31
1544,Union Station,10/26/2018,T,,4,Entire home/apt,8,2.5 baths,3,4,549,31
1545,Capitol Hill,12/19/2015,T,1,1,Entire home/apt,4,1 bath,1,2,193,3
1546,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,128,2
1550,Union Station,5/30/2012,F,,6,Entire home/apt,4,1 bath,1,3,160,31
1551,Capitol Hill,2/16/2015,T,1,5,Entire home/apt,4,1 bath,,2,135,31
1552,Georgetown,2/6/2015,F,0.95,11,Entire home/apt,7,1.5 baths,2,4,316,2
1553,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,222,31
1554,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,176,31
1555,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,152,2
1556,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,169,32
1559,Union Station,10/8/2019,T,1,2,Entire home/apt,4,1 bath,2,3,179,2
1560,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31
1563,Union Station,11/22/2014,T,0.98,1,Entire home/apt,4,1.5 baths,2,3,249,2
1565,Capitol Hill,1/15/2015,T,1,1,Entire home/apt,2,1 bath,1,1,133,2
1567,Union Station,3/8/2015,T,0.97,1,Entire home/apt,4,1 bath,1,2,135,3
1571,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,155,2
1572,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,155,2
1573,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,155,2
1574,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,2,181,31
1576,Union Station,9/27/2014,F,,2,Entire home/apt,3,1 bath,1,2,118,3
1577,Union Station,2/29/2020,T,1,1,Entire home/apt,3,1 bath,1,2,103,2
1578,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,138,2
1580,Georgetown,1/4/2014,F,0,2,Entire home/apt,2,1 bath,1,2,99,31
1581,Union Station,12/3/2019,F,0.43,3,Entire home/apt,4,1.5 baths,2,2,259,31
1582,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,4,1 bath,1,2,236,31
1583,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,181,2
1584,Capitol Hill,5/18/2020,F,1,1,Entire home/apt,6,1 bath,1,3,102,31
1585,Dupont Circle,3/3/2016,F,0,1,Entire home/apt,2,1 bath,1,1,150,31
1587,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,128,1
1589,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,154,1
1590,Dupont Circle,3/6/2018,T,1,14,Entire home/apt,2,1.5 baths,1,1,270,1
1591,Capitol Hill,4/12/2018,T,1,1,Entire home/apt,4,1 bath,1,2,170,3
1592,Capitol Hill,5/10/2013,T,0.89,1,Entire home/apt,4,1 bath,1,2,190,1
1595,Foggy Bottom,6/5/2019,F,0.94,7,Private room,4,1 private bath,,2,254,1
1596,Capitol Hill,3/8/2015,T,1,3,Entire home/apt,2,1 bath,1,1,102,10
1597,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,3 baths,3,3,267,31
1598,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,244,1
1603,Capitol Hill,9/28/2011,F,0.43,3,Entire home/apt,4,2.5 baths,2,3,200,4
1605,Capitol Hill,8/28/2012,T,1,2,Entire home/apt,2,1 bath,1,1,160,1
1606,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,208,31
1607,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,112,31
1608,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,266,31
1613,Capitol Hill,6/26/2015,F,,1,Entire home/apt,2,1 bath,,2,99,31
1614,Shaw,4/22/2017,F,1,43,Entire home/apt,6,2 baths,2,3,318,1
1616,Union Station,6/24/2019,F,0.88,1,Entire home/apt,2,1 bath,1,1,125,2
1617,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,182,1
1618,Shaw,4/22/2017,F,1,43,Entire home/apt,5,1.5 baths,2,3,264,1
1619,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,171,1
1621,Capitol Hill,11/21/2013,F,,1,Entire home/apt,2,1 bath,1,1,110,31
1622,Capitol Hill,8/4/2020,T,0.96,1,Entire home/apt,2,1 bath,,1,115,2
1623,Dupont Circle,3/8/2014,T,0.95,36,Entire home/apt,3,1 bath,1,2,140,31
1624,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,262,1
1626,Union Station,7/29/2020,T,1,4,Entire home/apt,5,1.5 baths,2,2,279,3
1627,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,217,31
1628,Capitol Hill,4/17/2014,F,,5,Entire home/apt,10,3.5 baths,4,6,450,31
1630,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,260,31
1631,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,3,273,31
1632,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,153,31
1633,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,2,3,262,1
1634,Capitol Hill,8/21/2011,T,1,2,Entire home/apt,4,2.5 baths,2,2,300,31
1635,Capitol Hill,2/8/2018,T,0.94,1,Entire home/apt,4,1 bath,1,2,120,3
1636,Union Station,8/29/2020,T,1,1,Entire home/apt,6,1 bath,1,3,240,2
1638,Union Station,8/29/2020,T,0.99,2,Entire home/apt,4,1 bath,1,2,127,2
1639,Union Station,5/19/2014,F,,2,Entire home/apt,2,1 bath,1,1,70,31
